Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,5,Long Island,39-9032,Recreation Workers,2470,45925,39521,33550,52112
10,5,Long Island,39-9041,Residential Advisors,500,46603,45205,35913,51948
10,5,Long Island,39-9099,"Personal Care and Service Workers, All Other",,47142,43781,37044,52190
10,5,Long Island,41-0000,Sales and Related Occupations,116690,60670,39213,33194,74407
10,5,Long Island,41-1011,First-Line Supervisors of Retail Sales Workers,8170,65502,55398,40994,77756
10,5,Long Island,41-1012,First-Line Supervisors of Non-Retail Sales Workers,2130,116389,105215,71766,138702
10,5,Long Island,41-2011,Cashiers,29410,35928,34656,31815,37986
10,5,Long Island,41-2021,Counter and Rental Clerks,2330,49310,41591,33869,57031
10,5,Long Island,41-2022,Parts Salespersons,1690,52954,48693,35680,61591
10,5,Long Island,41-2031,Retail Salespersons,39390,44080,36527,32997,49620
10,5,Long Island,41-3011,Advertising Sales Agents,720,100657,89556,47441,127264
10,5,Long Island,41-3021,Insurance Sales Agents,3910,109902,82031,44862,142422
10,5,Long Island,41-3031,"Securities, Commodities, and Financial Services Sales Agents",4090,137608,84259,49091,181867
10,5,Long Island,41-3041,Travel Agents,400,56026,50764,41984,63048
10,5,Long Island,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",8340,87670,76955,46575,108218
10,5,Long Island,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",1510,127665,118312,61133,160930
10,5,Long Island,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",12650,86858,77210,45223,107676
10,5,Long Island,41-9011,Demonstrators and Product Promoters,270,47340,38104,34482,53769
10,5,Long Island,41-9012,Models,,75730,54869,45830,90679
10,5,Long Island,41-9021,Real Estate Brokers,390,163224,69163,50974,219349
10,5,Long Island,41-9022,Real Estate Sales Agents,570,103424,98263,55543,127366
10,5,Long Island,41-9031,Sales Engineers,220,124638,110704,81745,146084
10,5,Long Island,41-9041,Telemarketers,180,44793,38729,32860,50759
10,5,Long Island,41-9099,"Sales and Related Workers, All Other",200,58763,38206,35446,70421
10,5,Long Island,43-0000,Office and Administrative Support Occupations,177900,55029,50025,36700,64193
10,5,Long Island,43-1011,First-Line Supervisors of Office and Administrative Support Workers,11460,81229,78620,54417,94636
10,5,Long Island,43-2011,"Switchboard Operators, Including Answering Service",470,44940,44114,35961,49429
10,5,Long Island,43-2021,Telephone Operators,,63211,66217,48725,70454
10,5,Long Island,43-3011,Bill and Account Collectors,2000,51741,49308,38447,58388
10,5,Long Island,43-3021,Billing and Posting Clerks,6680,51669,49697,36856,59076
10,5,Long Island,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",15330,57423,53754,39421,66424
10,5,Long Island,43-3051,Payroll and Timekeeping Clerks,1190,65720,63964,46454,75352
10,5,Long Island,43-3061,Procurement Clerks,340,52670,50936,40620,58695
10,5,Long Island,43-3071,Tellers,2630,45158,46884,38051,48710
10,5,Long Island,43-3099,"Financial Clerks, All Other",240,57192,51790,41430,65072
10,5,Long Island,43-4011,Brokerage Clerks,280,69524,65016,53843,77364
10,5,Long Island,43-4021,Correspondence Clerks,,47615,48502,37075,52885
10,5,Long Island,43-4031,"Court, Municipal, and License Clerks",,66875,62989,44225,78201
10,5,Long Island,43-4041,"Credit Authorizers, Checkers, and Clerks",100,59054,55337,43388,66887
10,5,Long Island,43-4051,Customer Service Representatives,21790,50165,46630,35411,57542
10,5,Long Island,43-4061,"Eligibility Interviewers, Government Programs",,61344,63446,45045,69493
10,5,Long Island,43-4071,File Clerks,720,39447,35679,31780,43282
10,5,Long Island,43-4081,"Hotel, Motel, and Resort Desk Clerks",690,44780,38269,35257,49540
10,5,Long Island,43-4111,"Interviewers, Except Eligibility and Loan",2060,53447,52109,45922,57209
10,5,Long Island,43-4121,"Library Assistants, Clerical",1330,42671,37469,31841,48087
10,5,Long Island,43-4131,Loan Interviewers and Clerks,1410,59755,59733,44393,67436
10,5,Long Island,43-4141,New Accounts Clerks,740,50897,49424,43724,54483
10,5,Long Island,43-4151,Order Clerks,920,44137,41143,33523,49444
10,5,Long Island,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",810,56411,53311,41559,63837
10,5,Long Island,43-4171,Receptionists and Information Clerks,11920,43398,40447,33972,48113
10,5,Long Island,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,240,45136,40437,34738,50336
10,5,Long Island,43-4199,"Information and Record Clerks, All Other",400,53790,52131,42456,59457
10,5,Long Island,43-5011,Cargo and Freight Agents,1040,63017,59392,42422,73315
10,5,Long Island,43-5021,Couriers and Messengers,1190,45445,41653,37042,49646
10,5,Long Island,43-5031,"Police, Fire, and Ambulance Dispatchers",880,63544,61826,44282,73176
10,5,Long Island,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",1460,55864,48353,37173,65209
10,5,Long Island,43-5041,"Meter Readers, Utilities",100,61832,47646,46327,69584
10,5,Long Island,43-5061,"Production, Planning, and Expediting Clerks",5590,60966,59997,42076,70411
10,5,Long Island,43-5071,"Shipping, Receiving, and Traffic Clerks",6340,48007,45435,35258,54381
10,5,Long Island,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",250,49811,46831,36094,56670
10,5,Long Island,43-6011,Executive Secretaries and Executive Administrative Assistants,10100,85450,81760,63232,96558
10,5,Long Island,43-6012,Legal Secretaries,2020,62380,63422,38878,74132
10,5,Long Island,43-6013,Medical Secretaries,7460,47486,47740,36689,52884
10,5,Long Island,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",20290,48666,48353,36218,54889
10,5,Long Island,43-9021,Data Entry Keyers,1350,48241,47428,34136,55293
10,5,Long Island,43-9022,Word Processors and Typists,1970,52110,50789,38543,58895
10,5,Long Island,43-9031,Desktop Publishers,,86457,86104,55761,101806
10,5,Long Island,43-9041,Insurance Claims and Policy Processing Clerks,980,61695,61686,44262,70412
10,5,Long Island,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",1090,40388,37267,31616,44774
10,5,Long Island,43-9061,"Office Clerks, General",21520,47277,43537,33239,54296
10,5,Long Island,43-9071,"Office Machine Operators, Except Computer",360,47002,40722,34086,53460
10,5,Long Island,43-9081,Proofreaders and Copy Markers,,58649,54794,44696,65626
10,5,Long Island,43-9111,Statistical Assistants,,57957,56796,47560,63156
10,5,Long Island,43-9199,"Office and Administrative Support Workers, All Other",160,61318,58625,42042,70956
10,5,Long Island,45-0000,"Farming, Fishing, and Forestry Occupations",1010,43910,39517,35362,48184
10,5,Long Island,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",,69132,66156,49024,79187
10,5,Long Island,45-2011,Agricultural Inspectors,,68872,76121,41336,82639
10,5,Long Island,45-2021,Animal Breeders,,54763,51215,38048,63119
10,5,Long Island,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",860,40769,38877,35066,43621
10,5,Long Island,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,48800,51737,33121,56640
10,5,Long Island,47-0000,Construction and Extraction Occupations,57430,78303,68768,44529,95189
10,5,Long Island,47-1011,Supervisors of Construction and Extraction Workers,5020,100608,98166,63870,118976
10,5,Long Island,47-2021,Brickmasons and Blockmasons,1220,81855,69213,47935,98814
10,5,Long Island,47-2022,Stonemasons,160,81285,79415,67627,88114
10,5,Long Island,47-2031,Carpenters,7640,77868,70274,46671,93465
10,5,Long Island,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",,91913,105512,63545,106097
10,5,Long Island,47-2044,Tile and Marble Setters,750,66763,57513,40595,79847
10,5,Long Island,47-2051,Cement Masons and Concrete Finishers,1650,80766,74451,52663,94816
10,5,Long Island,47-2061,Construction Laborers,9870,63964,53023,38971,76460
10,5,Long Island,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",600,69515,58798,46863,80842
10,5,Long Island,47-2073,Operating Engineers and Other Construction Equipment Operators,2610,94683,83700,57809,113119
10,5,Long Island,47-2081,Drywall and Ceiling Tile Installers,870,71810,61964,45883,84774
10,5,Long Island,47-2082,Tapers,230,95648,104161,74614,106164
10,5,Long Island,47-2111,Electricians,6570,86267,76439,49565,104619
10,5,Long Island,47-2121,Glaziers,570,79186,68275,43130,97214
10,5,Long Island,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",470,72074,74385,47005,84608
10,5,Long Island,47-2132,"Insulation Workers, Mechanical",190,100022,93044,55055,122506
10,5,Long Island,47-2141,"Painters, Construction and Maintenance",2670,64327,58214,42298,75341
10,5,Long Island,47-2152,"Plumbers, Pipefitters, and Steamfitters",5660,92972,82042,52675,113121
10,5,Long Island,47-2161,Plasterers and Stucco Masons,170,86277,99071,57422,100704
10,5,Long Island,47-2171,Reinforcing Iron and Rebar Workers,220,79810,71132,56822,91304
10,5,Long Island,47-2181,Roofers,810,71026,59856,41067,86005
10,5,Long Island,47-2211,Sheet Metal Workers,1130,74107,62552,42524,89898
10,5,Long Island,47-2221,Structural Iron and Steel Workers,730,102278,103724,60690,123072
10,5,Long Island,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",180,62595,47465,34824,76480
10,5,Long Island,47-3012,Helpers--Carpenters,210,47546,49325,39000,51819
10,5,Long Island,47-3013,Helpers--Electricians,670,45332,45704,37617,49190
10,5,Long Island,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",800,39117,37743,33305,42022
10,5,Long Island,47-3019,"Helpers, Construction Trades, All Other",260,50345,45269,43197,53920
10,5,Long Island,47-4011,Construction and Building Inspectors,1470,81516,80705,53302,95623
10,5,Long Island,47-4041,Hazardous Materials Removal Workers,570,76180,81770,54771,86885
10,5,Long Island,47-4051,Highway Maintenance Workers,1280,57395,54097,43742,64221
10,5,Long Island,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,350,53446,48768,39088,60625
10,5,Long Island,47-4090,Miscellaneous Construction and Related Workers,,68250,63112,51818,76465
10,5,Long Island,47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",120,91130,79895,50952,111221
10,5,Long Island,47-5023,"Earth Drillers, Except Oil and Gas",100,74207,84494,53800,84410
10,5,Long Island,49-0000,"Installation, Maintenance, and Repair Occupations",50080,66103,61445,41280,78514
10,5,Long Island,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",4360,91247,85516,57590,108075
10,5,Long Island,49-2011,"Computer, Automated Teller, and Office Machine Repairers",1030,61782,60544,43798,70773
10,5,Long Island,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",2010,64410,53890,39145,77043
10,5,Long Island,49-2091,Avionics Technicians,,69459,74185,57860,75259
10,5,Long Island,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",,71725,64100,55946,79615
10,5,Long Island,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",160,92918,94933,55748,111503
10,5,Long Island,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",190,117132,121487,99916,125740
10,5,Long Island,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",100,51637,50071,37592,58660
10,5,Long Island,49-2098,Security and Fire Alarm Systems Installers,1000,61706,58557,41270,71926
10,5,Long Island,49-3011,Aircraft Mechanics and Service Technicians,280,86414,81633,56426,101408
10,5,Long Island,49-3021,Automotive Body and Related Repairers,1750,60636,57451,42906,69501
10,5,Long Island,49-3023,Automotive Service Technicians and Mechanics,6210,55641,50951,37050,64936
10,5,Long Island,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,1900,68320,64760,50053,77454
10,5,Long Island,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",330,75147,73261,53631,85904
10,5,Long Island,49-3051,Motorboat Mechanics and Service Technicians,400,59961,59390,44051,67917
10,5,Long Island,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,320,52173,47114,39602,58460
10,5,Long Island,49-3093,Tire Repairers and Changers,330,45490,43112,36714,49878
10,5,Long Island,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",720,95241,104508,69908,107908
10,5,Long Island,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",3770,77488,77082,47478,92493
10,5,Long Island,49-9031,Home Appliance Repairers,280,56817,57741,42842,63804
10,5,Long Island,49-9041,Industrial Machinery Mechanics,1820,69162,63365,46490,80499
10,5,Long Island,49-9043,"Maintenance Workers, Machinery",260,67714,60592,42205,80469
10,5,Long Island,49-9051,Electrical Power-Line Installers and Repairers,640,119476,124846,96543,130942
10,5,Long Island,49-9052,Telecommunications Line Installers and Repairers,1200,84433,94760,54973,99162
10,5,Long Island,49-9062,Medical Equipment Repairers,460,63310,57993,47316,71306
10,5,Long Island,49-9069,"Precision Instrument and Equipment Repairers, All Other",110,58556,53892,52594,61538
10,5,Long Island,49-9071,"Maintenance and Repair Workers, General",16920,59044,53930,38891,69121
10,5,Long Island,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",160,46638,44668,38285,50815
10,5,Long Island,49-9094,Locksmiths and Safe Repairers,160,64257,54879,45775,73498
10,5,Long Island,49-9096,Riggers,,78724,67959,52452,91860
10,5,Long Island,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",690,42667,43521,31665,48168
10,5,Long Island,49-9099,"Installation, Maintenance, and Repair Workers, All Other",870,59480,57563,41250,68595
10,5,Long Island,51-0000,Production Occupations,48260,49654,42339,33692,57635
10,5,Long Island,51-1011,First-Line Supervisors of Production and Operating Workers,3250,80497,78204,51891,94800
10,5,Long Island,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",,49690,50413,39654,54707
10,5,Long Island,51-2021,"Coil Winders, Tapers, and Finishers",,45640,41433,36710,50105
10,5,Long Island,51-2028,"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers?(OES-specific code and title)",2740,45124,40579,34360,50507
10,5,Long Island,51-2031,Engine and Other Machine Assemblers,,51271,47018,39509,57151
10,5,Long Island,51-2041,Structural Metal Fabricators and Fitters,430,54858,49451,39956,62308
10,5,Long Island,51-2051,Fiberglass Laminators and Fabricators,,47264,46786,39872,50960
10,5,Long Island,51-2090,Miscellaneous Assemblers and Fabricators,5590,44048,40209,33251,49446
10,5,Long Island,51-3011,Bakers,2550,41737,38560,33358,45926
10,5,Long Island,51-3021,Butchers and Meat Cutters,1140,48299,45736,34680,55109
10,5,Long Island,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",160,47425,48565,38263,52006
10,5,Long Island,51-3023,Slaughterers and Meat Packers,,32811,31288,31275,33579
10,5,Long Island,51-3092,Food Batchmakers,1480,36211,33462,31200,38791
10,5,Long Island,51-3093,Food Cooking Machine Operators and Tenders,180,40533,39306,34373,43614
10,5,Long Island,51-3099,"Food Processing Workers, All Other",,44891,40593,36886,48893
10,5,Long Island,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",,54677,49021,33100,65466
10,5,Long Island,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",690,44423,41021,34138,49566
10,5,Long Island,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",340,48087,48400,35692,54284
10,5,Long Island,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",140,55401,48272,37387,64409
10,5,Long Island,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",,64828,63805,50165,72159
10,5,Long Island,51-4041,Machinists,1260,61524,60461,43211,70681
10,5,Long Island,51-4061,"Model Makers, Metal and Plastic",,79383,73530,47190,95480
10,5,Long Island,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",560,42279,39218,33469,46684
10,5,Long Island,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",240,46463,46481,35457,51966
10,5,Long Island,51-4111,Tool and Die Makers,340,58160,51226,34313,70084
10,5,Long Island,51-4121,"Welders, Cutters, Solderers, and Brazers",1210,60955,58695,40992,70938
10,5,Long Island,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",,50693,48959,34774,58652
10,5,Long Island,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",,42753,45348,37335,45463
10,5,Long Island,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",150,41252,39536,32386,45684
10,5,Long Island,51-5111,Prepress Technician and Workers,160,55365,51204,40374,62860
10,5,Long Island,51-5112,Printing Press Operators,1290,52257,48447,36040,60366
10,5,Long Island,51-5113,Print Binding and Finishing Workers,340,41714,37395,31459,46841
10,5,Long Island,51-6011,Laundry and Dry-Cleaning Workers,2000,36679,34413,31863,39086
10,5,Long Island,51-6021,"Pressers, Textile, Garment, and Related Materials",600,36510,34467,31590,38969
10,5,Long Island,51-6031,Sewing Machine Operators,710,41398,38790,33994,45100
10,5,Long Island,51-6041,Shoe and Leather Workers and Repairers,,64380,56297,38987,77078
10,5,Long Island,51-6051,"Sewers, Hand",,37020,38110,31452,39805
10,5,Long Island,51-6052,"Tailors, Dressmakers, and Custom Sewers",340,37854,31604,31531,41015
10,5,Long Island,51-6093,Upholsterers,100,49992,49132,34803,57587
10,5,Long Island,51-7011,Cabinetmakers and Bench Carpenters,740,50395,47345,36748,57219
10,5,Long Island,51-7021,Furniture Finishers,160,54055,50706,39655,61255
10,5,Long Island,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",110,45341,45570,34286,50868
10,5,Long Island,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",150,49074,45914,35756,55732
10,5,Long Island,51-8013,Power Plant Operators,240,114344,127616,80163,131435
10,5,Long Island,51-8021,Stationary Engineers and Boiler Operators,300,89998,87909,65760,102118
10,5,Long Island,51-8031,Water and Wastewater Treatment Plant and System Operators,500,70425,66309,48763,81255
10,5,Long Island,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",,70922,69472,62966,74900
10,5,Long Island,51-8099,"Plant and System Operators, All Other",,79539,90662,57726,90445
10,5,Long Island,51-9011,Chemical Equipment Operators and Tenders,960,46282,41182,34756,52044
10,5,Long Island,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",160,56127,50274,39457,64462
10,5,Long Island,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",130,52872,47495,43030,57793
10,5,Long Island,51-9022,"Grinding and Polishing Workers, Hand",,47581,43302,36686,53030
10,5,Long Island,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",850,52824,50209,39179,59647
10,5,Long Island,51-9031,"Cutters and Trimmers, Hand",,52088,48928,37622,59321
10,5,Long Island,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",350,48778,47589,37382,54475
10,5,Long Island,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",420,40689,38803,32580,44744
10,5,Long Island,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",3540,52732,49204,35937,61129
10,5,Long Island,51-9071,Jewelers and Precious Stone and Metal Workers,380,67784,60939,44362,79494
10,5,Long Island,51-9081,Dental Laboratory Technicians,340,68158,60179,45218,79628
10,5,Long Island,51-9082,Medical Appliance Technicians,,46268,39574,35667,51569
10,5,Long Island,51-9111,Packaging and Filling Machine Operators and Tenders,4740,38455,35958,32188,41590
10,5,Long Island,51-9123,"Painting, Coating, and Decorating Workers",100,44974,38250,34301,50311
10,5,Long Island,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",770,48140,39870,33921,55249
10,5,Long Island,51-9151,Photographic Process Workers and Processing Machine Operators,,73225,68887,52239,83718
10,5,Long Island,51-9161,Computer Numerically Controlled Tool Operators,920,54261,54191,37905,62439
10,5,Long Island,51-9162,Computer Numerically Controlled Tool Programmers,210,72235,70736,54076,81314
10,5,Long Island,51-9191,Adhesive Bonding Machine Operators and Tenders,,47253,42628,40265,50747
10,5,Long Island,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",,47234,50230,33166,54269
10,5,Long Island,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",570,47657,47161,32416,55277
10,5,Long Island,51-9198,Helpers--Production Workers,820,41324,39088,32655,45659
10,5,Long Island,51-9199,"Production Workers, All Other",560,49039,40209,35729,55694
10,5,Long Island,53-0000,Transportation and Material Moving Occupations,91360,50181,42973,34245,58150
10,5,Long Island,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",4070,72870,68307,47974,85319
10,5,Long Island,53-2011,"Airline Pilots, Copilots, and Flight Engineers",,140260,139216,80108,170336
10,5,Long Island,53-2012,Commercial Pilots,240,175496,152073,102228,212130
10,5,Long Island,53-2021,Air Traffic Controllers,,169580,190091,109778,199480
10,5,Long Island,53-2022,Airfield Operations Specialists,,68913,59977,39401,83670
10,5,Long Island,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",,46600,38726,36845,51477
10,5,Long Island,53-3031,Driver/Sales Workers,4000,42653,35783,33504,47227
10,5,Long Island,53-3032,Heavy and Tractor-Trailer Truck Drivers,10790,64452,61182,45992,73681
10,5,Long Island,53-3033,Light Truck or Delivery Services Drivers,10540,49463,46011,36005,56193
10,5,Long Island,53-3051,"Bus Drivers, School",5720,57114,56734,46930,62206
10,5,Long Island,53-3052,"Bus Drivers, Transit and Intercity",1430,62583,60098,47278,70236
10,5,Long Island,53-3053,Shuttle Drivers and Chauffeurs,3140,45108,44207,34499,50412
10,5,Long Island,53-3099,"Motor Vehicle Operators, All Other",160,49698,41302,34185,57453
10,5,Long Island,53-5011,Sailors and Marine Oilers,300,53405,49965,36203,62006
10,5,Long Island,53-5021,"Captains, Mates, and Pilots of Water Vessels",300,91591,80372,64466,105154
10,5,Long Island,53-5022,Motorboat Operators,,61070,73455,41179,71015
10,5,Long Island,53-5031,Ship Engineers,,109251,98849,67680,130035
10,5,Long Island,53-6021,Parking Lot Attendants,1470,36748,35600,32164,39041
10,5,Long Island,53-6031,Automotive and Watercraft Service Attendants,860,38557,37874,32402,41634
10,5,Long Island,53-6051,Transportation Inspectors,120,100042,80900,59010,120560
10,5,Long Island,53-6061,"Transportation Attendants, Except Flight Attendants",,39005,37622,35040,40989
10,5,Long Island,53-6099,"Transportation Workers, All Other",,41801,44077,36297,44553
10,5,Long Island,53-7021,Crane and Tower Operators,240,162183,135374,84891,200829
10,5,Long Island,53-7051,Industrial Truck and Tractor Operators,2310,48742,47066,36803,54712
10,5,Long Island,53-7061,Cleaners of Vehicles and Equipment,2860,39357,37308,32932,42571
10,5,Long Island,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",12740,43096,39165,33786,47751
10,5,Long Island,53-7063,Machine Feeders and Offbearers,200,42989,48007,33613,47678
10,5,Long Island,53-7064,"Packers and Packagers, Hand",3810,37538,35741,32185,40215
10,5,Long Island,53-7065,Stockers and Order Fillers,23300,40777,37589,32773,44778
10,5,Long Island,53-7072,"Pump Operators, Except Wellhead Pumpers",,64162,51387,45986,73249
10,5,Long Island,53-7081,Refuse and Recyclable Material Collectors,1270,58911,56521,34700,71016
10,6,Mohawk Valley,00-0000,"Total, All Occupations",179390,56384,45866,31722,68714
10,6,Mohawk Valley,11-0000,Management Occupations,7950,117271,100424,57346,147233
10,6,Mohawk Valley,11-1011,Chief Executives,100,204012,151851,71597,270220
10,6,Mohawk Valley,11-1021,General and Operations Managers,3390,109105,83314,49035,139140
10,6,Mohawk Valley,11-1031,Legislators,340,118059,101106,58923,147627
10,6,Mohawk Valley,11-2021,Marketing Managers,170,145492,132180,78815,178831
10,6,Mohawk Valley,11-2022,Sales Managers,210,143751,128879,71053,180099
10,6,Mohawk Valley,11-2032,Public Relations Managers,,131038,117265,79754,156679
10,6,Mohawk Valley,11-2033,Fundraising Managers,,144269,124414,105803,163502
10,6,Mohawk Valley,11-3012,Administrative Services Managers,200,120690,108042,82046,140011
10,6,Mohawk Valley,11-3013,Facilities Managers,210,104142,93104,68897,121766
10,6,Mohawk Valley,11-3021,Computer and Information Systems Managers,230,157101,143116,100333,185485
10,6,Mohawk Valley,11-3031,Financial Managers,450,168763,153045,92361,206965
10,6,Mohawk Valley,11-3051,Industrial Production Managers,230,117555,105065,72238,140213
10,6,Mohawk Valley,11-3061,Purchasing Managers,,134813,121872,91917,156261
10,6,Mohawk Valley,11-3071,"Transportation, Storage, and Distribution Managers",120,100867,82155,72026,115286
10,6,Mohawk Valley,11-3121,Human Resources Managers,110,153962,136540,88721,186582
10,6,Mohawk Valley,11-3131,Training and Development Managers,,153794,138820,101387,179998
10,6,Mohawk Valley,11-9021,Construction Managers,60,111343,98763,65682,134172
10,6,Mohawk Valley,11-9031,"Education Administrators, Preschool and Childcare Center/Program",,57697,48965,41533,65780
10,6,Mohawk Valley,11-9032,"Education Administrators, Elementary and Secondary School",400,117042,106947,86656,132234
10,6,Mohawk Valley,11-9033,"Education Administrators, Postsecondary",,145328,128524,87152,174416
10,6,Mohawk Valley,11-9039,"Education Administrators, All Other",,94948,98301,53454,115696
10,6,Mohawk Valley,11-9041,Architectural and Engineering Managers,60,134684,132779,90580,156736
10,6,Mohawk Valley,11-9051,Food Service Managers,270,70877,61858,47190,82721
10,6,Mohawk Valley,11-9081,Lodging Managers,80,77455,61851,42483,94941
10,6,Mohawk Valley,11-9111,Medical and Health Services Managers,420,126506,111298,78688,150415
10,6,Mohawk Valley,11-9121,Natural Sciences Managers,,153391,131191,82762,188707
10,6,Mohawk Valley,11-9131,Postmasters and Mail Superintendents,60,81802,80005,75338,85033
10,6,Mohawk Valley,11-9141,"Property, Real Estate, and Community Association Managers",60,105067,61796,46466,134368
10,6,Mohawk Valley,11-9151,Social and Community Service Managers,270,79069,75094,55209,91000
10,6,Mohawk Valley,11-9171,Funeral Home Managers,,78317,68614,47987,93481
10,6,Mohawk Valley,11-9199,"Managers, All Other",110,109952,85483,49137,140358
10,6,Mohawk Valley,13-0000,Business and Financial Operations Occupations,8100,76692,67520,45288,92394
10,6,Mohawk Valley,13-1020,Buyers and Purchasing Agents,460,68948,63247,43971,81437
10,6,Mohawk Valley,13-1031,"Claims Adjusters, Examiners, and Investigators",420,74509,69769,48759,87383
10,6,Mohawk Valley,13-1032,"Insurance Appraisers, Auto Damage",,86900,85141,67558,96570
10,6,Mohawk Valley,13-1041,Compliance Officers,260,74854,65110,45452,89556
10,6,Mohawk Valley,13-1051,Cost Estimators,180,68912,64841,42350,82192
10,6,Mohawk Valley,13-1071,Human Resources Specialists,750,66022,61037,41103,78482
10,6,Mohawk Valley,13-1075,Labor Relations Specialists,100,80558,83100,46642,97516
10,6,Mohawk Valley,13-1081,Logisticians,80,79036,73163,54296,91405
10,6,Mohawk Valley,13-1082,Project Management Specialists,480,89769,83095,52250,108528
10,6,Mohawk Valley,13-1111,Management Analysts,410,85462,80692,58413,98986
10,6,Mohawk Valley,13-1121,"Meeting, Convention, and Event Planners",100,61017,53255,40925,71062
10,6,Mohawk Valley,13-1131,Fundraisers,140,71698,62002,44767,85164
10,6,Mohawk Valley,13-1141,"Compensation, Benefits, and Job Analysis Specialists",80,68038,65044,49105,77504
10,6,Mohawk Valley,13-1151,Training and Development Specialists,400,64673,61459,36240,78889
10,6,Mohawk Valley,13-1161,Market Research Analysts and Marketing Specialists,590,72543,64008,42863,87383
10,6,Mohawk Valley,13-1199,"Business Operations Specialists, All Other",530,75014,68160,46248,89397
10,6,Mohawk Valley,13-2011,Accountants and Auditors,1310,80488,73817,50489,95488
